order_date,invoice_no,customer_id,customer,product_id,product,category,segment,quantity,unit_cost,unit_price,revenue,cost,margin,ship_date
2026-08-20,51,230,Spotless Servicers of Forestfield,8,Bright Party Napkins,paper & tissue,segD,1,50,83,83,50,33,2026-08-21
2026-08-20,51,230,Spotless Servicers of Forestfield,98,Radiant Glossy Photo Paper,copy paper,segA,14,23,32.89,460.46,322,138.46,2026-08-21
2026-08-20,51,230,Spotless Servicers of Forestfield,99,Glossy Letter Size Paper,copy paper,segA,13,57,83.22,1081.86,741,340.86,2026-08-21
2026-08-20,51,230,Spotless Servicers of Forestfield,111,Glossy Recycled Paper,copy paper,segA,12,54,79.92,959.04,648,311.04,2026-08-21
2026-08-20,51,230,Spotless Servicers of Forestfield,112,Sparkling Letter Size Paper,copy paper,segA,6,46,66.7,400.2,276,124.2,2026-08-21
20/08/2026,51,230,Spotless Servicers of Forestfield,114,Glossy Recycled Paper,,segA,,32,47.68,1048.96,704,,2026-08-21
2026-08-20,51,230,Spotless Servicers of Forestfield,118,Sparkling Cardstock,,segA,19,37,56.61,1075.59,703,372.59,08/21/2026
2026-08-20,52,265,Gleaming Wholesalers of Mountcrest,58,  Spotless Floor Cleaner ,cleaning supplies,segB,1,31,58.9,58.9,31,27.9,2026-08-21
2026-08-20,52,265,Gleaming Wholeslaers of Mountcrest,59,Spotless All-Purpose Cleaner,cleaning supplies,segB,1,47,79.9,79.9,47,32.9,2026-08-21
2026-08-20,52,265,Gleaming Wholesalers of Mountcrest,64,Bright Glass Cleaner,cleaning supplies,segB,1,32,56.32,56.32,32,24.32,08/21/2026
2026-08-20,52,265,Gleaming Wholesalers of Mountcrest,78,Glossy Creamers,breakroom supplies,segB,1,27,59.4,59.4,27,32.4,2026-08-21
2026-08-20,52,265,Gleaming Wholesalers of Mountcrest,79,Immaculate Microwave Popcorn,breakroom supplies,,1,25,48.75,48.75,25,23.75,08/21/2026
2026-08-20,52,265,Gleaming Wholesalers of Mountcrest,115,Polished Glossy Photo Paper,copy paper,segD,1,59,101.48,101.48,59,42.48,2026-08-21
08-20-2026,53,276,Dazzling Wholesalers of Gardenhaven,16,Dazzling Bathroom Tissue,paper & tissue,segC,1,42,65.52,65.52,42,23.52,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,20,Gleaming Roll Paper Towels,paper & tissue,segC,1,28,39.48,39.48,28,11.48,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,53,Glossy Glass Cleaner,cleaning supplies,segA,2,36,58.32,116.64,72,44.64,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,57,Glossy All-Purpose Cleaner,cleaning supplies,segA,1,51,82.62,82.62,51,31.62,
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,61,Pristine Degreaser,cleaning supplies,segA,3,50,83,249,150,99,28/08/2026
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,69,Gleaming Degreaser,cleaning supplies,segA,1,27,45.36,45.36,27,18.36,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,72,Gleaming Glass Cleaner,cleaning supplies,segA,2,23,42.09,84.18,46,38.18,2026-08-28
2026-08-20,53,276,,74,Pristine Energy Drinks,breakroom supplies,segB,1,15,32.55,32.55,15,17.55,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,79,,breakroom supplies,segB,25,25,40,1000,625,375,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,86,Dazzling Instant Soups,breakroom supplies,segB,45,16,25.6,1152,720,432,2026-08-28
2026-08-20,53,276,Dazzling Wholesalers of Gardenhaven,94,,breakroom supplies,segB,1,7,14.28,14.28,7,7.28,
2026-08-20,54,293,Spotless Facilities of Cedardale,16,Dazzling Bathroom Tissue,paper & tissue,segD,1,42,72.24,72.24,42,30.24,2026-08-28
2026-08-20,54,293,Spotless Facilities of Cedardale,25,,office products,segA,3,45,71.1,213.3,135,78.3,2026-08-28
2026-08-20,54,293,,26,Radiant Sticky Notes,office products,segA,3,34,44.54,133.62,102,31.62,2026-08-28
2026-08-20,54,293,Spotless Facilities of Cedardale,33,Dazzling File Folders,office products,segA,2,26,37.7,75.4,52,23.4,2026-08-28
08-20-2026,54,293,Spotless Facilities of Cedardale,41,Dazzling File Folders,office products,segA,1,46,61.64,61.64,46,15.64,2026-08-28
2026-08-20,54,293,Spotless Facilities of Cedardale,42,Polished Markers,office products,segA,5,28,42.56,212.8,140,72.8,2026-08-28
2026-08-20,54,293,Spotless Facilities of Cedardale,44,Gleaming Recycled Paper,office products,segA,,34,54.06,162.18,102,60.18,2026-08-28
2026-08-20,54,293,Spotless Facilities of Cedardale,47,Immaculate Staplers,office products,segA,4,24,37.2,148.8,96,52.8,2026-08-28
2026-08-20,54,293,Spotless Facilities of Cedardale,78,Glossy Creamers,  breakroom supplies ,segD,1,27,53.19,53.19,27,,2026-08-28
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,,Bright Party Napkins,paper & tissue,segD,3,50,81.5,244.5,150,94.5,2026-08-21
08/20/2026,55,294,Sleek Sanitizers of Mounthaven,,Sparkling Dsiinfectant Wipes,cleaning supplies,segB,4,21,38.85,155.4,84,71.4,2026-08-21
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,98,Radiant Glossy Photo Paper,copy paper,segA,21,23,31.51,661.71,483,178.71,2026-08-21
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,101,Radiant Colored Paper,copy paper,segA,9,60,78.6,707.4,540,167.4,2026-08-21
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,108,Dazzling Cardstock,copy paper,segA,19,21,28.56,542.64,399,,2026-08-21
2026-08-20,55,294,,109,Immaculate Resume Paper,,segA,235,31,34.41,,7285,801.35,08-21-2026
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,111,Glossy Recycled Paper,copy paper,segA,13,54,81.54,1060.02,702,358.02,2026-08-21
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,,Glossy Recycled Paper,copy paper,segA,7,32,45.12,315.84,224,91.84,2026-08-21
2026-08-20,55,294,  Sleek Sanitizers of Mounthaven ,116,Immaculate Legal Size Paper,copy paper,segA,8,59,79.65,637.2,472,165.2,2026-08-21
2026-08-20,55,294,Sleek Sanitizers of Mounthaven,118,Sparkling Cardstock,copy paper,segA,6,37,50.32,301.92,222,79.92,2026-08-21
2026-08-19,56,12,Dazzling Custodians of Lakehaven,3,Sparkling Party Napkins,paper & tissue,segA,7,21,29.19,204.33,147,57.33,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,6,Pristine Bathroom Tissue,paper & tissue,segA,24,19,28.5,684,456,,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,17,Glossy Lunch Napkins,paper & tissue,segA,10,31,42.16,421.6,310,111.6,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,19,Fresh Party Napkins,paper & tissue,segA,17,45,65.25,1109.25,765,344.25,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,20,Gleaming Roll Paper Towels,paper & tissue,segA,22,28,38.92,856.24,616,240.24,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,21,,paper & tissue,segA,12,47,68.15,817.8,564,253.8,2026-08-20
08-19-2026,56,12,Dazzling Custodians of Lakehaven,43,Fresh File Folders,office products,segC,3,50,79.5,238.5,150,,20/08/2026
2026-08-19,56,12,Dazzling Custodians of Lakehaven,53,Glossy Glass Cleaner,cleaning supplies,segB,1,36,63.36,63.36,36,27.36,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,,Glossy All-Purpose Cleaner,cleaning supplies,segB,1,51,93.84,93.84,51,42.84,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,60,Polished Degreaser,cleaning supplies,seBg,2,26,47.58,95.16,52,43.16,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,73,Spotless Creamers,breakroom supplies,segA,3,18,32.58,97.74,54,43.74,08/20/2026
19/08/2026,56,12,Dazzling Custodians of Lakehaven,77,Sleek Disposable Cups,breakroom supplies,  segA ,5,25,46.75,233.75,125,108.75,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,78,Glossy Creamers,breakroom supplies,segA,6,27,46.44,278.64,162,116.64,2026-08-20
08/19/2026,56,12,Dazzling Custodians of Lakehaven,79,Immaculate Microwave Popcorn,breakroom supplies,segA,4,25,44.5,178,100,78,08/20/2026
2026-08-19,,12,Dazzling Custodians of Lakehaven,80,Spotless Instant Soups,breakroom supplies,segA,2,17,29.75,59.5,34,25.5,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,85,Sparkling Microwave Popcorn,breakroom supplies,segA,108,12,18,1944,1296,648,20/08/2026
,56,12,  Dazzling Custodians of Lakehaven ,89,Sparkling Disposable Cups,breakroom supplies,segA,9,21,44.73,402.57,189,213.57,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,92,  Glossy Instant Soups ,breakroom supplies,segA,96,24,36,3456,2304,,2026-08-20
19/08/2026,56,12,Dazzling Custodians of Lakehaven,94,Pristine Instant Soups,breakroom supplies,segA,7,7,13.72,96.04,49,47.04,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,96,Dazzling Disposable Cups,breakroom supplies,segA,5,19,,168.15,95,73.15,2026-08-20
2026-08-19,56,12,Dazzling Custodians of Lakehaven,112,,copy paper,segB,,46,75.9,759,460,299,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,32,Bright Desk Organizers,office products,segB,18,44,73.92,1330.56,792,538.56,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,40,Immaculate Markers,office products,  segB ,14,34,52.7,737.8,476,261.8,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,95,Bright Disposable Cups,breakroom supplies,segD,1,13,26.91,26.91,13,13.91,08/20/2026
08-19-2026,57,18,Bright Suppliers of Cedarfield,98,Radiant Glossy Photo Paper,copy paper,segA,86,23,29.9,2571.4,1978,593.4,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,99,Glossy Letter Size Paper,copy paper,segA,75,57,79.8,5985,4275,1710,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,106,Sleek Resume Paper,copy paper,segA,63,48,72.48,4566.24,3024,1542.24,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,108,Dazzling Cardstock,copy paper,  segA ,82,21,32.97,2703.54,1722,981.54,2026-08-20
2026-08-19,57,18,Bright Suppliers of Cedarfield,115,Polished Glossy Photo Paper,copy paper,segA,437,59,66.08,28876.96,25783,3093.96,2026-08-20
08-19-2026,57,18,Bright Suppliers of Cedarfield,120,Sparkling Letter Size Paper,copy paper,segA,71,45,63,4473,3195,1278,2026-08-20
2026-08-19,58,30,Fresh Facilities of Forestville,19,Fresh Party Napkins,paper & tissue,segB,2,45,63.45,126.9,90,36.9,2026-08-20
2026-08-19,58,30,Fresh Facilities of Forestville,30,Immaculate Markers,office products,segA,4,28,44.8,179.2,112,67.2,2026-08-20
2026-08-19,58,30,Fresh Facilities of Forestville,78,Glossy Creamers,breakroom supplies,segB,1,27,58.32,,27,31.32,2026-08-20
2026-08-19,58,,Fresh Facilities of Forestville,84,,breakroom supplies,segB,1,18,35.1,35.1,18,17.1,
2026-08-19,,35,Dazzling Wholesalers of Riverdale,8,Bright Party Napkins,paper & tissue,segA,8,50,74,592,400,192,2026-08-20
2026-08-19,59,35,Dazzling Wholesalers of Riverdale,18,Pristine Lunch Napkins,paper & tissue,segA,10,20,26,260,200,60,2026-08-20
,59,35,Dazzling Wholesalers of Riverdale,22,Sparkling Pocket Tissues,paper & tissue,segA,15,41,56.58,848.7,615,233.7,2026-08-20
,59,35,Dazzling Wholesalers of Riverdale,23,  Dazzling Roll Paper Towels ,paper & tissue,segA,11,40,52.8,580.8,440,140.8,2026-08-20
2026-08-19,59,35,Dazzling Wholesalers of Riverdale,24,Sparkling Pocket Tissues,paper & tissue,segA,21,18,25.2,529.2,378,151.2,
19/08/2026,59,35,Dazzling Wholesalers of Riverdale,59,Spotless All-Purpose Cleaner,cleaning supplies,segC,1,47,90.71,90.71,47,43.71,2026-08-20
2026-08-19,60,39,Sleek Cleaners of Valleyville,11,Fresh Lunch Napkins,paper & tissue,segB,5,21,29.4,147,105,42,2026-08-20
2026-08-19,60,39,  Sleek Cleaners of Valleyville ,71,Spotless Glass Cleaner,cleaning supplies,segC,1,31,60.76,60.76,31,29.76,08/20/2026
2026-08-19,60,39,Sleek Cleaners of Valleyville,75,Fresh Microwave Popcorn,breakroom supplies,segA,1,18,34.56,34.56,18,16.56,2026-08-20
2026-08-19,60,39,Sleek Cleaners of Valleyville,78,Glossy Creamers,breakroom supplies,  segA ,5,27,50.22,251.1,135,116.1,2026-08-20
2026-08-19,60,39,  Sleek Cleaners of Valleyville ,88,Gleaming Coffee Beans,breakroom supplies,segA,7,18,35.1,245.7,126,119.7,2026-08-20
2026-08-19,60,39,Sleek Cleaners of Valleyville,102,Sleek Resume Paper,copy paper,segA,17,26,,574.6,442,132.6,2026-08-20
2026-08-19,60,39,Sleek Cleaners of Valleyville,,Immaculate Resume Paper,  copy paper ,segA,6,31,48.36,290.16,186,104.16,2026-08-20
2026-08-19,60,39,Sleek Cleaners of Valleyville,,Pristine Cardstock,copy paper,segA,140,42,48.3,6762,5880,882,2026-08-20
2026-08-19,60,39,Sleek Cleaners of Valleyville,117,Dazzling Graph Paper,copy paper,segA,12,51,74.97,899.64,612,287.64,2026-08-20
,61,,Polished Facilities of Canyondale,26,Radiant Sticky Notes,office products,segA,1,34,53.72,53.72,34,19.72,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,27,Sparkling Sticky Notes,office products,segA,1,43,56.76,56.76,43,13.76,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,28,Immaculate Binder Clips,office products,segA,2,29,41.18,82.36,58,24.36,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,32,Bright Desk Organizers,office products,segA,1,44,66.88,66.88,44,22.88,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,33,,office products,sgeA,2,26,37.44,74.88,52,22.88,08/20/2026
2026-08-19,61,49,Polished Facilities of Canyondale,37,Bright Recycled Paper,office products,segA,3,24,31.2,93.6,72,21.6,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,46,Spotless Desk Organizers,office products,segA,2,33,51.15,102.3,66,36.3,08-20-2026
2026-08-19,61,49,Polished Facilities of Canyondale,76,Immaculate Granola Bars,breakroom supplies,segA,1,10,18.8,18.8,10,8.8,20/08/2026
2026-08-19,61,49,Polished Facilities of Canyondale,,Immaculate Microwave Popcorn,  breakroom supplies ,segA,1,25,44.75,44.75,25,19.75,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,80,Spotless Instant Soups,breakroom supplies,segA,1,17,31.45,31.45,17,14.45,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,84,Sparkling Creamers,breakroom supplies,segA,,18,27,864,576,288,2026-08-20
2026-08-19,61,49,  Polished Facilities of Canyondale ,87,GlossyT ea Selection,breakroom supplies,segA,1,11,22,22,11,11,2026-08-20
2026-08-19,61,49,Polished Facilities of Canyondale,88,Gleaming Coffee Beans,breakroom supplies,segA,1,18,35.1,35.1,18,17.1,2026-08-20
2026-08-19,62,68,Pristine Keepers of Graniteville,45,Immaculate Staplers,office products,segB,5,50,75,375,250,125,2026-08-20
2026-08-19,62,68,  Pristine Keepers of Garniteville ,52,Spotless Air Freshener,cleaning supplies,segD,1,49,105.35,105.35,49,56.35,2026-08-20
08-19-2026,63,70,Sparkling Wholesalers of Canyonfield,13,Pristine Party Napkins,paper & tissue,segC,2,45,69.3,138.6,90,48.6,2026-08-20
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,,Polished Highlighters,office products,segB,1,17,28.39,28.39,17,11.39,2026-08-20
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,83,Spotless Energy Drinks,breakroom supplies,segC,1,26,46.8,46.8,,,2026-08-20
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,85,Sparkling Microwave Popcorn,breakroom supplies,segC,1,12,22.56,22.56,12,10.56,2026-08-20
08-19-2026,63,70,  Sparkling Wholesalers of Canyonfield ,104,  Gleaming Glossy Photo Paper ,copy paper,segA,4,52,74.88,299.52,208,91.52,2026-08-20
08/19/2026,63,70,Sparkling Wholesalers of Canyonfield,105,Pristine Graph Paper,copy paper,segA,2,52,75.92,151.84,104,47.84,08-20-2026
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,108,Dazzling Cardstock,copy paper,segA,2,21,30.03,60.06,42,18.06,2026-08-20
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,111,Glossy Recycled Paper,copy paper,segA,,54,72.36,217.08,162,55.08,2026-08-20
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,114,Glossy Recycled Paper,copy paper,segA,1,32,49.92,49.92,32,,2026-08-20
2026-08-19,63,70,Sparkling Wholesalers of Canyonfield,117,Dazzling Graph Paper,copy paper,segA,45,51,66.3,2983.5,2295,688.5,2026-08-20
08-19-2026,63,70,Sparkling Wholesalers of Canyonfield,120,Sparkling Letter Size Paper,copy paper,,,45,59.85,119.7,,29.7,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,48,Frseh Desk Organizers,office products,segD,1,29,51.91,51.91,29,22.91,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,61,Pristine Degreaser,cleaning supplies,segA,12,50,75,900,600,300,2026-08-20
,64,72,Immaculate Stewards of Valleyport,62,,cleaning supplies,segA,1,20,32.6,32.6,20,12.6,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,64,Bright Glass Cleaner,cleaning supplies,segA,1,32,51.2,51.2,32,19.2,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,67,Sleek Citrus Cleaner,cleaning supplies,segA,1,39,72.15,72.15,39,33.15,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,96,Dazzling Disposable Cups,breakroom supplies,segD,1,19,45.03,45.03,19,26.03,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,100,Dazzling Legal Size Paper,copy paper,segA,1,24,37.92,37.92,24,13.92,2026-08-20
,64,72,Immaculate Stewards of Valleyport,106,Sleek Resume Paper,copy paper,segA,5,48,74.4,372,240,132,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,107,Radiant Glossy Photo Paper,  copy paper ,segA,6,58,89.32,535.92,348,187.92,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,109,Immaculate Resume Paper,coyp paper,segA,4,31,40.3,,124,37.2,
19/08/2026,64,72,Immaculate Stewards of Valleyport,110,Pristine Cardstock,copy paper,segA,36,42,49.14,1769.04,1512,257.04,2026-08-20
2026-08-19,64,72,Immaculate Stewards of Valleyport,111,Glossy Recycled Paper,copy paper,  segA ,3,54,82.62,247.86,162,85.86,08/20/2026
2026-08-19,64,72,Immaculate Stewards of Valleyport,114,Glossy Recycled Paper,copy paper,segA,6,32,50.88,305.28,192,113.28,2026-08-20
2026-08-19,65,105,Sleek Suppliers of Lakecrest,29,Dazzling Paper Clips,office products,segC,1,37,55.5,55.5,37,18.5,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,38,Radiant Pens,office products,segC,7,17,27.71,193.97,119,74.97,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,52,Spotless Air Freshener,cleaning supplies,segA,,49,69.58,1948.24,1372,576.24,2026-08-27
2026-08-19,65,105,Sleek Suppilers of Lakecrest,56,Pristine Citrus Cleaner,cleaning supplies,segA,11,48,78.24,860.64,528,332.64,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,57,Glossy All-Purpose Cleaner,cleaning supplies,segA,2,51,86.7,173.4,102,71.4,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,66,Radiant Glass Cleaner,cleaning supplies,segA,5,21,38.85,,105,89.25,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,104,Gleaming Glossy Photo Paper,copy paper,segA,18,52,73.84,1329.12,936,393.12,08-27-2026
2026-08-19,65,105,Sleek Suppliers of Lakecrest,107,Radiant Glossy Photo Paper,copy paper,segA,27,58,84.1,2270.7,1566,704.7,2026-08-27
08/19/2026,65,105,Sleek Suppliers of Lakecrest,108,Dazzling Cardstock,copy paper,  segA ,13,21,32.55,423.15,273,150.15,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,118,Sparkling Cardstock,copy paper,segA,,37,58.83,1529.58,962,567.58,2026-08-27
2026-08-19,65,105,Sleek Suppliers of Lakecrest,120,Sparkling Letter Size Paper,copy paper,segA,9,45,,599.4,405,194.4,2026-08-27
2026-08-19,,109,Sleek Servicers of Granitefield,5,Polished Kitchen Towels,paper & tissue,,4,35,49.7,198.8,140,58.8,2026-08-20
08/19/2026,66,109,Sleek Servicers of Granitefield,7,Gleaming Bathroom Tissue,paper & tissue,segA,6,16,23.68,142.08,96,46.08,2026-08-20
2026-08-19,66,109,Sleek Servicers of Granitefield,,Fresh Lunch Napkins,,segA,19,21,25.2,478.8,399,79.8,2026-08-20
2026-08-19,66,109,Sleek Servicers of Granitefield,12,Immaculate Roll Paper Towels,paper & tissue,segA,1,44,62.48,62.48,44,18.48,2026-08-20
2026-08-19,66,109,Sleek Servicers of Granitefield,24,Sparkling Pocket Tissues,paper & tissue,segA,6,18,24.48,146.88,108,38.88,2026-08-20
2026-08-19,66,109,Sleek Servicers of Granitefield,50,Bright Glass Cleaner,cleaning supplies,segB,,23,40.71,40.71,23,17.71,
2026-08-19,66,109,Sleek Servicers of Granitefield,60,Polished Degreaser,cleaning supplies,segB,1,26,52,52,26,26,08/20/2026
2026-08-19,66,109,Sleek Servicers of Granitefield,68,Dazzling Disinfectant Wipes,cleaning supplies,segB,1,54,100.44,100.44,54,46.44,2026-08-20
2026-08-19,66,109,Sleek Servicers of Granitefield,71,Spotless Glass Cleaner,cleaning supplies,segB,1,31,54.25,54.25,31,23.25,2026-08-20
2026-08-19,67,125,Radiant Stewards of Canyoncrest,4,Bright Bathroom Tissue,paper & tissue,segB,2,26,37.18,74.36,52,22.36,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,13,Pristine Party Napkins,paper & tissue,segB,1,45,72,72,45,27,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,62,Glossy Air Freshener,cleaning supplies,segB,1,20,39.2,39.2,20,19.2,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,99,Glossy Letter Size Paper,copy paper,segA,3,57,80.37,241.11,171,70.11,2026-08-27
,67,125,Radiant Stewards of Canyoncrest,102,Sleek Resume Paper,copy paper,segA,7,26,38.22,267.54,182,85.54,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,104,Gleaming Glossy Photo Paper,copy paper,,4,52,72.28,289.12,208,81.12,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,110,Pristine Cardstock,copy paper,segA,1,42,63,63,42,21,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,113,Polished Recycled Paper,copy papre,segA,5,36,52.56,262.8,180,82.8,2026-08-27
08-19-2026,67,125,Radiant Stewards of Canyoncrest,115,Polished Glossy Photo Paper,copy paper,segA,4,59,83.78,335.12,236,99.12,2026-08-27
2026-08-19,67,125,Radiant Stewards of Canyoncrest,117,Dazzling Graph Paper,copy paper,segA,4,51,81.09,324.36,204,120.36,2026-08-27
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,42,Polished Markers,office products,segD,1,28,48.44,48.44,28,20.44,08-20-2026
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,49,  Sparkling Disinfectant Wipes ,cleaning supplies,segA,2,21,,78.54,42,36.54,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,51,Bright Glass Cleaner,cleaning supplies,segA,38,26,39,1482,988,494,08-20-2026
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,53,Glossy Glass Cleaner,cleaning supplies,segA,1,36,61.92,61.92,36,25.92,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,59,Spotless All-Purpose Cleaner,cleaning supplies,segA,2,47,84.6,169.2,94,75.2,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,64,Bright Glass Cleaner,cleainng supplies,segA,1,32,56,56,32,24,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,72,Gleaming Glass Cleaner,cleaning supplies,segA,1,23,39.33,39.33,23,16.33,2026-08-20
08/19/2026,68,169,Dazzling Wholesalers of Cedarburg,73,Spotless Creamers,breakroom supplies,segA,1,18,34.2,34.2,18,16.2,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,74,Pristine Energy Drinks,breakroom supplies,segA,2,15,28.5,57,30,27,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,76,Immaculate Granola Bars,breakroom supplies,segA,1,10,19.2,19.2,10,9.2,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,78,Glossy Creamers,breakroom supplies,segA,1,27,51.03,51.03,27,24.03,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,81,Polished Stirrers,breakroom supplies,segA,1,22,38.72,38.72,22,16.72,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,83,,breakroom supplies,segA,1,26,48.1,48.1,26,22.1,08-20-2026
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,98,Radiant Glossy Photo Paper,copy paper,segA,2,23,34.96,69.92,46,23.92,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,106,Sleek Resume Paper,copy paper,segA,5,48,65.76,328.8,240,88.8,2026-08-20
2026-08-19,68,169,  Dazzling Wholesalers of Cedarburg ,107,Radiant Glossy Photo Paper,copy paper,segA,2,58,88.16,176.32,116,60.32,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,117,Dazzling Graph Paper,copy paper,segA,47,51,66.3,3116.1,2397,719.1,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,118,Sparkling Cardstock,copy paper,segA,3,37,48.47,145.41,111,34.41,2026-08-20
2026-08-19,68,169,Dazzling Wholesalers of Cedarburg,119,Immaculate Letter Size Paper,copy paper,segA,3,,66,198,132,66,2026-08-20
2026-08-19,,198,Immaculate Wholesalers of Lakeburg,10,Pristine 2-Ply Toilet Paper,paper & tissue,segD,1,26,43.16,43.16,26,17.16,2026-08-20
2026-08-19,69,198,Immaculate Wholesalers of Lakeburg,26,Radiant Sticky Notes,office products,segC,1,34,53.72,53.72,34,19.72,
2026-08-19,69,198,Immaculate Wholesalers of Lakeburg,49,Sparkling Disinfectant Wipes,cleaning supplies,segB,1,21,41.16,41.16,21,20.16,2026-08-20
2026-08-19,69,198,Immaculate Wholesalers of Lakeburg,60,Polished Degreaser,cleaning supplies,segB,1,26,47.58,47.58,26,21.58,2026-08-20
2026-08-19,69,198,Immaculate Wholesalers of Lakeburg,76,Immaculate Granola Bars,breakroom supplies,segC,1,10,22.4,22.4,10,12.4,2026-08-20
2026-08-19,69,198,Immaculate Wholesalers of Lakeburg,84,Sparkling Creamers,breakroom supplies,segC,1,18,36.9,36.9,18,18.9,2026-08-20
2026-08-19,70,216,Radiant Maintainers of Harborhaven,2,Glossy Party Napkins,paper & tissue,segA,2,29,37.7,75.4,58,17.4,2026-08-20
